Aou,Seq,EnglishAbbrev,FrenchName,SpanishName,Code,EnglishFull,EnglishNoSpaces,Genus,Species,SpFamilyID,date_creat,ed,who_created,date_updat,ed,who_updated,Comm,ents
00991,676,Bonin Petrel,NULL,Pterodroma hypoleuca,BOPE,Bonin Petrel,BoninPetrel,Pterodroma,hypoleuca,99,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
00992,672,Solander's Petrel,NULL,Pterodroma solandri,SOPE,Solander's Petrel,SolandersPetrel,Pterodroma,solandri,99,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01001,632,Murphy's Petrel,Pétrel de Murphy,Pterodroma ultima,MUPE,Murphy's Petrel,MurphysPetrel,Pterodroma,ultima,99,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01002,680,Black-winged Petrel,NULL,Pterodroma nigripennis,BWPE,Black-winged Petrel,BlackwingedPetrel,Pterodroma,nigripennis,99,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01003,688,Stejneger's Petrel,NULL,Pterodroma longirostris,STPE,Stejneger's Petrel,StejnegersPetrel,Pterodroma,longirostris,99,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01008,700,Parkinson's Petrel,NULL,Procellaria parkinsoni,PAPE,Parkinson's Petrel,ParkinsonsHeron,Procellaria,parkinsoni,99,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01010,692,Bulwer's Petrel,NULL,Bulweria bulwerii,BUPE,Bulwer's Petrel,BulwersPetrel,Bulweria,bulwerii,99,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01011,696,Jouanin's Petrel,NULL,Bulweria fallax,JOPE,Jouanin's Petrel,JouaninsPetrel,Bulweria,fallax,99,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01014,912,Pinnated Bittern,NULL,Botaurus pinnatus,PIBI,Pinnated Bittern,PinnatedBittern,Botaurus,pinnatus,17,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01020,664,Cape Petrel,NULL,Daption capense,CAPE,Cape Petrel,CapePetrel,Daption,capense,99,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01030,812,Least Storm-Petrel,NULL,Oceanodroma microsoma,LTSP,Least Storm-Petrel,LeastStormPetrel,Oceanodroma,microsoma,98,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01040,772,European Storm-Petrel,Océanite tempête,Hydrobates pelagicus,EUSP,European Storm-Petrel,EuropeanStormPetrel,Hydrobates,pelagicus,98,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01050,776,Fork-tail. Storm-Petrel,Océanite à queue fourchue,Oceanodroma furcata,FTSP,Fork-tailed Storm-Petrel,ForktailedStormPetrel,Oceanodroma,furcata,98,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01060,780,Leach's Storm-Petrel,Océanite cul-blanc,Oceanodroma leucorhoa,LESP,Leach's Storm-Petrel,LeachsStormPetrel,Oceanodroma,leucorhoa,98,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01061,800,Guadalupe Storm-Petrel,NULL,Oceanodroma macrodactyla,GUSP,Guadalupe Storm-Petrel,GuadalupeStormPetrel,Oceanodroma,macrodactyla,98,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01062,788,Band-rump. Storm-Petrel,Océanite de Castro,Oceanodroma castro,BSTP,Band-rumped Storm-Petrel,BandrumpedStormPetrel,Oceanodroma,castro,98,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01063,792,Wedge-rump. Strm-Petrel,NULL,Oceanodroma tethys,WRSP,Wedge-rumped Storm-Petrel,WedgerumpedStormPetrel,Oceanodroma,tethys,98,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01070,796,Black Storm-Petrel,NULL,Oceanodroma melania,BLSP,Black Storm-Petrel,BlackStormPetrel,Oceanodroma,melania,98,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01071,808,Tristram's Storm-Petrel,NULL,Oceanodroma tristrami,TRSP,Tristram's Storm-Petrel,TristramsStormPetrel,Oceanodroma,tristrami,98,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01080,784,Ashy Storm-Petrel,NULL,Oceanodroma homochroa,ASSP,Ashy Storm-Petrel,AshyStormPetrel,Oceanodroma,homochroa,98,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01090,764,Wilson's Storm-Petrel,Océanite de Wilson,Oceanites oceanicus,WISP,Wilson's Storm-Petrel,WilsonsStormPetrel,Oceanites,oceanicus,98,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01110,768,Wh-faced Strm-Petrel,Océanite frégate,Pelagodroma marina,WFSP,White-faced Storm-Petrel,WhitefacedStormPetrel,Pelagodroma,marina,98,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01120,816,White-tailed Tropicbird,Phaéton à bec jaune,Phaethon lepturus,WTTR,White-tailed Tropicbird,WhitetailedTropicbird,Phaethon,lepturus,88,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01130,820,Red-billed Tropicbird,NULL,Phaethon aethereus,RBTR,Red-billed Tropicbird,RedbilledTropicbird,Phaethon,aethereus,88,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01131,824,Red-tailed Tropicbird,Phaéton à brins rouges,Phaethon rubricauda,RTTR,Red-tailed Tropicbird,RedtailedTropicbird,Phaethon,rubricauda,88,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01140,828,Masked Booby,NULL,Sula dactylatra,MABO,Masked Booby,MaskedBooby,Sula,dactylatra,90,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01141,836,Blue-footed Booby,NULL,Sula nebouxii,BFBO,Blue-footed Booby,BluefootedBooby,Sula,nebouxii,90,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01142,832,Nazca Booby,NULL,Sula granti,NABO,Nazca Booby,NazcaBooby,Sula,granti,90,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01150,840,Brown Booby,Fou brun,Sula leucogaster,BRBO,Brown Booby,BrownBooby,Sula,leucogaster,90,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01160,844,Red-footed Booby,NULL,Sula sula,RFBO,Red-footed Booby,RedfootedBooby,Sula,sula,90,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01170,848,Northern Gannet,Fou de Bassan,Morus bassanus,NOGA,Northern Gannet,NorthernGannet,Morus,bassanus,90,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01180,896,Anhinga,Anhinga d'Amérique,Anhinga anhinga,ANHI,Anhinga,Anhinga,Anhinga,anhinga,85,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01190,876,Great Cormorant,Grand Cormoran,Phalacrocorax carbo,GRCO,Great Cormorant,GreatCormorant,Phalacrocorax,carbo,89,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01200,872,Dble-crest. Cormorant,Cormoran à aigrettes,Phalacrocorax auritus,DCCO,Double-crested Cormorant,DoublecrestedCormorant,Phalacrocorax,auritus,89,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01207,892,unid Cormorant,cormoran sp.,Phalacrocorax sp,UNCM,unid. Cormorant,unid.Cormorant,Phalacrocorax,sp,89,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01210,868,Neotropic Cormorant,NULL,Phalacrocorax brasilianus,NECO,Neotropic Cormorant,NeotropicCormorant,Phalacrocorax,brasilianus,89,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01220,864,Brandt's Cormorant,Cormoran de Brandt,Phalacrocorax penicillatus,BRAC,Brandt's Cormorant,BrandtsCormorant,Phalacrocorax,penicillatus,89,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01230,884,Pelagic Cormorant,Cormoran pélagique,Phalacrocorax pelagicus,PECO,Pelagic Cormorant,PelagicCormorant,Phalacrocorax,pelagicus,89,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01240,880,Red-faced Cormorant,Cormoran à face rouge,Phalacrocorax urile,RFCO,Red-faced Cormorant,RedfacedCormorant,Phalacrocorax,urile,89,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01250,852,Amer White Pelican,Pélican d'Amérique,Pelecanus erythrorhynchos,AWPE,American White Pelican,AmericanWhitePelican,Pelecanus,erythrorhynchos,87,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01260,856,Brown Pelican,Pélican brun,Pelecanus occidentalis,BRPE,Brown Pelican,BrownPelican,Pelecanus,occidentalis,87,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01280,900,Magnif. Frigatebird,Frégate superbe,Fregata magnificens,MAFR,Magnificent Frigatebird,MagnificentFrigatebird,Fregata,magnificens,86,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01281,904,Great Frigatebird,NULL,Fregata minor,GFRI,Great Frigatebird,GreatFrigatebird,Fregata,minor,86,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01282,908,Lesser Frigatebird,NULL,Fregata ariel,LEFR,Lesser Frigatebird,LesserFrigatebird,Fregata,ariel,86,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01290,316,Common Merganser,Grand Harle,Mergus merganser,COME,Common Merganser,CommonMerganser,Mergus,merganser,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01300,320,Red-breast Merganser,Harle huppé,Mergus serrator,RBME,Red-breasted Merganser,RedbreastedMerganser,Mergus,serrator,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01310,312,Hooded Merganser,Harle couronné,Lophodytes cucullatus,HOME,Hooded Merganser,HoodedMerganser,Lophodytes,cucullatus,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01311,308,Smew,Harle piette,Mergellus albellus,SMEW,Smew,Smew,Mergellus,albellus,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01320,156,Mallard,Canard colvert,Anas platyrhynchos,MALL,Mallard,Mallard,Anas,platyrhynchos,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01321,172,Hawaiian Duck,NULL,Anas wyvilliana,HAWD,Hawaiian Duck,HawaiianDuck,Anas,wyvilliana,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01322,176,Laysan Duck,NULL,Anas laysanensis,LAYD,Laysan Duck,LaysanDuck,Anas,laysanensis,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01326,160,hyb. Mallard x Blk/Motl,hybride Canard colvert,Anas (X platyrhynchos),HYMA,hybrid Mallard x Black Duck or Mottled Duck,hybridMallardxBlackDuckorMottledDuck,Anas,(X platyrhynchos),1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01330,152,American Black Duck,Canard noir,Anas rubripes,ABDU,American Black Duck,AmericanBlackDuck,Anas,rubripes,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01331,164,Mexican Duck,NULL,Anas platyrhynchos diazi,MEDU,Mexican Duck,MexicanDuck,Anas,platyrhynchos diazi,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01340,168,Mottled Duck,NULL,Anas fulvigula,MODU,Mottled Duck,MottledDuck,Anas,fulvigula,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01341,184,Spot-billed Duck,NULL,Anas poecilorhyncha,SBDU,Spot-billed Duck,SpotbilledDuck,Anas,poecilorhyncha,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01350,136,Gadwall,Canard chipeau,Anas strepera,GADW,Gadwall,Gadwall,Anas,strepera,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01360,144,Eurasian Wigeon,Canard siffleur,Anas penelope,EUWI,Eurasian Wigeon,EurasianWigeon,Anas,penelope,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01370,148,American Wigeon,Canard d'Amérique,Anas americana,AMWI,American Wigeon,AmericanWigeon,Anas,americana,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01371,140,Falcated Duck,Canard à faucilles,Anas falcata,FADU,Falcated Duck,FalcatedDuck,Anas,falcata,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01390,216,Green-winged Teal,Sarcelle d'hiver,Anas crecca,AGWT,Green-winged Teal,GreenwingedTeal,Anas,crecca,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01391,212,Baikal Teal,Sarcelle élégante,Anas formosa,BATE,Baikal Teal,BaikalTeal,Anas,formosa,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01392,208,Garganey,Sarcelle d'été,Anas querquedula,GARG,Garganey,Garganey,Anas,querquedula,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01400,188,Blue-winged Teal,Sarcelle à ailes bleues,Anas discors,BWTE,Blue-winged Teal,BluewingedTeal,Anas,discors,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01410,192,Cinnamon Teal,Sarcelle cannelle,Anas cyanoptera,CITE,Cinnamon Teal,CinnamonTeal,Anas,cyanoptera,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01412,120,Ruddy Shelduck,NULL,Tadorna ferruginea,RUSH,Ruddy Shelduck,RuddyShelduck,Tadorna,ferruginea,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01420,196,Northern Shoveler,Canard souchet,Anas clypeata,NSHO,Northern Shoveler,NorthernShoveler,Anas,clypeata,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01430,204,Northern Pintail,Canard pilet,Anas acuta,NOPI,Northern Pintail,NorthernPintail,Anas,acuta,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01431,200,White-cheeked Pintail,NULL,Anas bahamensis,WCHP,White-cheeked Pintail,WhitecheekedPintail,Anas,bahamensis,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01440,128,Wood Duck,Canard branchu,Aix sponsa,WODU,Wood Duck,WoodDuck,Aix,sponsa,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01460,224,Redhead,Fuligule à tête rouge,Aythya americana,REDH,Redhead,Redhead,Aythya,americana,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01461,228,Common Pochard,NULL,Aythya ferina,CPOC,Common Pochard,CommonPochard,Aythya,ferina,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01470,220,Canvasback,Fuligule à dos blanc,Aythya valisineria,CANV,Canvasback,Canvasback,Aythya,valisineria,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01480,240,Greater Scaup,Fuligule milouinan,Aythya marila,GRSC,Greater Scaup,GreaterScaup,Aythya,marila,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01489,248,unid Scaup,fuligule sp.,Aythya marila/affinis,UNSP,unid. Scaup,unid.Scaup,Aythya,marila/affinis,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01490,244,Lesser Scaup,Petit Fuligule,Aythya affinis,LESC,Lesser Scaup,LesserScaup,Aythya,affinis,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01491,236,Tufted Duck,Fuligule morillon,Aythya fuligula,TUDU,Tufted Duck,TuftedDuck,Aythya,fuligula,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01500,232,Ring-necked Duck,Fuligule à collier,Aythya collaris,RNDU,Ring-necked Duck,RingneckedDuck,Aythya,collaris,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01510,296,Common Goldeneye,Garrot à oeil d'or,Bucephala clangula,COGO,Common Goldeneye,CommonGoldeneye,Bucephala,clangula,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01512,304,unid Goldeneye,garrot sp.,Bucephala sp,GOLD,unid. Goldeneye,unid.Goldeneye,Bucephala,sp,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01520,300,Barrow's Goldeneye,Garrot d'Islande,Bucephala islandica,BAGO,Barrow's Goldeneye,BarrowsGoldeneye,Bucephala,islandica,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01530,292,Bufflehead,Petit Garrot,Bucephala albeola,BUFF,Bufflehead,Bufflehead,Bucephala,albeola,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01540,288,Long-tailed Duck,Harelde kakawi,Clangula hyemalis,LTDU,Long-tailed Duck,LongtailedDuck,Clangula,hyemalis,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01550,268,Harlequin Duck,Arlequin plongeur,Histrionicus histrionicus,HADU,Harlequin Duck,HarlequinDuck,Histrionicus,histrionicus,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01570,252,Steller's Eider,Eider de Steller,Polysticta stelleri,STEI,Steller's Eider,StellersEider,Polysticta,stelleri,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01580,256,Spectacled Eider,NULL,Somateria fischeri,SPEI,Spectacled Eider,SpectacledEider,Somateria,fischeri,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01590,264,Common Eider,Eider à duvet,Somateria mollissima,COEI,Common Eider,CommonEider,Somateria,mollissima,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01620,260,King Eider,Eider à tête grise,Somateria spectabilis,KIEI,King Eider,KingEider,Somateria,spectabilis,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01630,280,Black Scoter,Macreuse noire,Melanitta nigra,BLSC,Black Scoter,BlackScoter,Melanitta,nigra,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01650,276,White-winged Scoter,Macreuse brune,Melanitta fusca,WWSC,White-winged Scoter,WhitewingedScoter,Melanitta,fusca,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01657,284,unid Scoter,macreuse sp.,Melanitta sp,UNSC,unid. Scoter,unid.Scoter,Melanitta,sp,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01660,272,Surf Scoter,Macreuse à front blanc,Melanitta perspicillata,SUSC,Surf Scoter,SurfScoter,Melanitta,perspicillata,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01670,328,Ruddy Duck,Érismature rousse,Oxyura jamaicensis,RUDU,Ruddy Duck,RuddyDuck,Oxyura,jamaicensis,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01680,324,Masked Duck,NULL,Nomonyx dominicus,MADU,Masked Duck,MaskedDuck,Nomonyx,dominicus,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01690,60,Snow Goose,Oie des neiges,Chen caerulescens,SNGO,Snow Goose,SnowGoose,Chen,caerulescens,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01691,64,Blue Goose,Oie des neiges (forme bleue),Chen caerulescens grp.,BLGO,Blue Goose,BlueGoose,Chen,caerulescens grp.,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01700,68,Ross's Goose,Oie de Ross,Chen rossii,ROGO,Ross's Goose,RossGoose,Chen,rossii,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01710,40,Gr White-Front Goose,Oie rieuse,Anser albifrons,GWFG,Greater White-fronted Goose,GreaterWhitefrontedGoose,Anser,albifrons,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01711,32,Bean Goose,Oie des moissons,Anser fabalis,BEGO,Bean Goose,BeanGoose,Anser,fabalis,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01712,36,Pink-footed Goose,Oie à bec court,Anser brachyrhynchus,PFGO,Pink-footed Goose,PinkfootedGoose,Anser,brachyrhynchus,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01713,44,Less Wh-Front Goose,NULL,Anser erythropus,LWFG,Lesser White-fronted Goose,LesserWhitefrontedGoose,Anser,erythropus,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01720,76,Canada Goose,Bernache du Canada,Branta canadensis,CANG,Canada Goose,CanadaGoose,Branta,canadensis,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01725,72,Cackling Goose,Bernache de Hutchins,Branta hutchinsii,CACG,Cackling Goose,CacklingGoose,Branta,hutchinsii,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01730,84,Brant,Bernache cravant (groupe bernicla),Branta bernicla,BRAN,Brant,Brant,Branta,bernicla,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01740,88,Black Brant,Bernache cravant (groupe nigricans),Branta b. nigricans grp.,BLBR,Black Brant,BlackBrant,Branta,b. nigricans grp.,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01750,92,Barnacle Goose,Bernache nonnette,Branta leucopsis,BRNG,Barnacle Goose,BarnacleGoose,Branta,leucopsis,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01751,80,Hawaiian Goose,NULL,Branta sandvicensis,HAGO,Hawaiian Goose,HawaiianGoose,Branta,sandvicensis,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01760,52,Emperor Goose,Oie empereur,Chen canagica,EMGO,Emperor Goose,EmperorGoose,Chen,canagica,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01770,20,Black-bel Whist Duck,Dendrocygne à ventre noir,Dendrocygna autumnalis,BBWD,Black-bellied Whistling-Duck,BlackbelliedWhistlingDuck,Dendrocygna,autumnalis,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01780,28,Fulvous Whistl Duck,Dendrocygne fauve,Dendrocygna bicolor,FUWD,Fulvous Whistling-Duck,FulvousWhistlingDuck,Dendrocygna,bicolor,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01782,100,Mute Swan,Cygne tuberculé,Cygnus olor,MUSW,Mute Swan,MuteSwan,Cygnus,olor,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01790,116,Whooper Swan,Cygne chanteur,Cygnus cygnus,WHOS,Whooper Swan,WhooperSwan,Cygnus,cygnus,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01800,112,Tundra Swan,Cygne siffleur,Cygnus columbianus,TUSW,Tundra Swan,TundraSwan,Cygnus,columbianus,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01810,108,Trumpeter Swan,Cygne trompette,Cygnus buccinator,TRUS,Trumpeter Swan,TrumpeterSwan,Cygnus,buccinator,1,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01820,1116,Greater Flamingo,NULL,Phoenicopterus ruber,GFLA,Greater Flamingo,GreaterFlamingo,Phoenicopterus,ruber,91,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01830,1080,Roseate Spoonbill,NULL,Platalea ajaja,ROSP,Roseate Spoonbill,RoseateSpoonbill,Platalea,ajaja,20,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01840,1056,White Ibis,Ibis blanc,Eudocimus albus,WHIB,White Ibis,WhiteIbis,Eudocimus,albus,20,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01850,1060,Scarlet Ibis,NULL,Eudocimus ruber,SCIB,Scarlet Ibis,ScarletIbis,Eudocimus,ruber,20,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01860,1064,Glossy Ibis,Ibis falcinelle,Plegadis falcinellus,GLIB,Glossy Ibis,GlossyIbis,Plegadis,falcinellus,20,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01861,1076,unid Plegadis,Plegadis sp.,Plegadis falcinellus/chihi,UNPL,unid. Glossy Ibis / White-faced Ibis,unid.GlossyIbis/White-facedIbis,Plegadis,falcinellus/chihi,20,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01870,1068,White-Faced Ibis,Ibis à face blanche,Plegadis chihi,WFIB,White-faced Ibis,WhitefacedIbis,Plegadis,chihi,20,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01880,1088,Wood Stork,Tantale d'Amérique,Mycteria americana,WOST,Wood Stork,WoodStork,Mycteria,americana,19,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01890,1084,Jabiru,NULL,Jabiru mycteria,JABI,Jabiru,Jabiru,Jabiru,mycteria,19,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01900,916,American Bittern,Butor d'Amérique,Botaurus lentiginosus,AMBI,American Bittern,AmericanBittern,Botaurus,lentiginosus,17,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01910,924,Least Bittern,Petit Blongios,Ixobrychus exilis,LEBI,Least Bittern,LeastBittern,Ixobrychus,exilis,17,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01920,960,Great White Heron,NULL,Ardea herodias (morph),GWHE,Great White Heron,GreatWhiteHeron,Ardea,herodias (morph),17,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01940,948,Great Blue Heron,Grand Héron,Ardea herodias,GBHE,Great Blue Heron,GreatBlueHeron,Ardea,herodias,17,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01945,1052,unid Heron/Egret,héron/aigrette sp.,Ardea sp,UNHE,unid. Heron / Egret,unid.HeronEgret,Ardea,sp,17,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01950,952,Gray Heron,NULL,Ardea cinerea,GRAH,Gray Heron,GrayHeron,Ardea,cinerea,17,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01960,964,Great Egret,Grande Aigrette,Ardea alba,GREG,Great Egret,GreatEgret,Ardea,alba,17,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
01961,976,Little Egret,Aigrette garzette,Egretta garzetta,LIEG,Little Egret,LittleEgret,Egretta,garzetta,17,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
