Aou,Seq,EnglishAbbrev,FrenchName,SpanishName,Code,EnglishFull,EnglishNoSpaces,Genus,Species,SpFamilyID,date_creat,ed,who_created,date_updat,ed,who_updated,Comm,ents
16190,4252,Blue-and-white Swallow,NULL,Pygochelidon cyanoleuca,BAWS,Blue-and-white Swallow,BlueandwhiteSwallow,Pygochelidon,cyanoleuca,53,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16200,4256,Black-capped Swallow,NULL,Notiochelidon pileata,BCSW,Black-capped Swallow,BlackcappedSwallow,Notiochelidon,pileata,53,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16230,4064,Blk-thrtd Magpie-Jay,NULL,Calocitta colliei,BTMJ,Black-throated Magpie-Jay,BlackthroatedMagpieJay,Calocitta,colliei,44,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16240,4068,Wh-thrtd Magpie-Jay,NULL,Calocitta formosa,WTMJ,White-throated Magpie-Jay,WhitethroatedMagpieJay,Calocitta,formosa,44,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16250,4072,Tufted Jay,NULL,Cyanocorax dickeyi,TUJA,Tufted Jay,TuftedJay,Cyanocorax,dickeyi,44,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16280,4088,Yucatan Jay,NULL,Cyanocorax yucatanicus,YUJA,Yucatan Jay,YucatanJay,Cyanocorax,yucatanicus,44,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16290,4092,Purplish-backed Jay,NULL,Cyanocorax beecheii,PBJA,Purplish-backed Jay,PurplishbackedJay,Cyanocorax,beecheii,44,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16300,4096,Azure-hooded Jay,NULL,Cyanolyca cucullata,AHJA,Azure-hooded Jay,AzurehoodedJay,Cyanolyca,cucullata,44,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16310,4100,Black-throated Jay,NULL,Cyanolyca pumilo,BTJA,Black-throated Jay,BlackthroatedJay,Cyanolyca,pumilo,44,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16320,4104,Dwarf Jay,NULL,Cyanolyca nana,DWJA,Dwarf Jay,DwarfJay,Cyanolyca,nana,44,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16340,4108,White-throated Jay,NULL,Cyanolyca mirabilis,WTJA,White-throated Jay,WhitethroatedJay,Cyanolyca,mirabilis,44,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16350,4128,Unicolored Jay,NULL,Aphelocoma unicolor,UNJA,Unicolored Jay,UnicoloredJay,Aphelocoma,unicolor,44,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16351,4172,Sinaloa Crow,NULL,Corvus sinaloae,SICR,Sinaloa Crow,SinaloaCrow,Corvus,sinaloae,44,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16380,4164,White-necked Crow,NULL,Corvus leucognaphalus,WNCR,White-necked Crow,WhiteneckedCrow,Corvus,leucognaphalus,44,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16420,4392,Band-backed Wren,NULL,Campylorhynchus zonatus,BABW,Band-backed Wren,BandbackedWren,Campylorhynchus,zonatus,80,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16430,4396,Gray-barred Wren,NULL,Campylorhynchus megalopterus,GBWR,Gray-barred Wren,GraybarredWren,Campylorhynchus,megalopterus,80,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16440,4400,Giant Wren,NULL,Campylorhynchus chiapensis,GIWR,Giant Wren,GiantWren,Campylorhynchus,chiapensis,80,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16450,4404,Rufous-naped Wren,NULL,Campylorhynchus rufinucha,RNAW,Rufous-naped Wren,RufousnapedWren,Campylorhynchus,rufinucha,80,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16460,4408,Spotted Wren,NULL,Campylorhynchus gularis,SPWR,Spotted Wren,SpottedWren,Campylorhynchus,gularis,80,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16470,4412,Boucard's Wren,NULL,Campylorhynchus jocosus,BOWR,Boucard's Wren,Boucard'sWren,Campylorhynchus,jocosus,80,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16480,4416,Yucatan Wren,NULL,Campylorhynchus yucatanicus,YUWR,Yucatan Wren,YucatanWren,Campylorhynchus,yucatanicus,80,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16490,4432,Sumichrast's Wren,NULL,Hylorchilus sumichrasti,SUWR,Sumichrast's Wren,Sumichrast'sWren,Hylorchilus,sumichrasti,80,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16500,4436,Nava's Wren,NULL,Hylorchilus navai,NAWR,Nava's Wren,Nava'sWren,Hylorchilus,navai,80,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16580,4440,Spot-breasted Wren,NULL,Thryothorus maculipectus,SBSW,Spot-breasted Wren,SpotbreastedWren,Thryothorus,maculipectus,80,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16590,4444,Rufous-and-white Wren,NULL,Thryothorus rufalbus,RAWW,Rufous-and-white Wren,RufousandwhiteWren,Thryothorus,rufalbus,80,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16600,4448,Sinaloa Wren,NULL,Thryothorus sinaloa,SIWR,Sinaloa Wren,SinaloaWren,Thryothorus,sinaloa,80,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16610,4452,Banded Wren,NULL,Thryothorus pleurostictus,BANW,Banded Wren,BandedWren,Thryothorus,pleurostictus,80,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16620,4460,Happy Wren,NULL,Thryothorus felix,HAWR,Happy Wren,HappyWren,Thryothorus,felix,80,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16640,4464,Plain Wren,NULL,Thryothorus modestus,PLWR,Plain Wren,PlainWren,Thryothorus,modestus,80,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16650,4476,Socorro Wren,NULL,Troglodytes sissonii,SOCW,Socorro Wren,SocorroWren,Troglodytes,sissonii,80,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16670,4480,Clarion Wren,NULL,Troglodytes tanneri,CLWR,Clarion Wren,ClarionWren,Troglodytes,tanneri,80,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16680,4484,Rufous-browed Wren,NULL,Troglodytes rufociliatus,RBWW,Rufous-browed Wren,RufousbrowedWren,Troglodytes,rufociliatus,80,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16700,4500,White-bellied Wren,NULL,Uropsila leucogastra,WBWR,White-bellied Wren,WhitebelliedWren,Uropsila,leucogastra,80,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16720,4504,Wh-brst Wood-Wren,NULL,Henicorhina leucosticta,WBWW,White-breasted Wood-Wren,WhitebreastedWoodWren,Henicorhina,leucosticta,80,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16730,4508,Gray-breasted Wood-Wren,NULL,Henicorhina leucophrys,GBWW,Gray-breasted Wood-Wren,GraybreastedWoodWren,Henicorhina,leucophrys,80,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16741,4512,Nightingale Wren,NULL,Microcerculus philomela,NIWR,Nightingale Wren,NightingaleWren,Microcerculus,philomela,80,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16770,4572,Long-billed Gnatwren,NULL,Ramphocaenus melanurus,LBGN,Long-billed Gnatwren,LongbilledGnatwren,Ramphocaenus,melanurus,76,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16790,4600,White-lored Gnatcatcher,NULL,Polioptila albiloris,WLGN,White-lored Gnatcatcher,WhiteloredGnatcatcher,Polioptila,albiloris,76,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16800,4604,Tropical Gnatcatcher,NULL,Polioptila plumbea,TRGN,Tropical Gnatcatcher,TropicalGnatcatcher,Polioptila,plumbea,76,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16820,4708,Brn-backed Solitaire,NULL,Myadestes occidentalis,BBSO,Brown-backed Solitaire,BrownbackedSolitaire,Myadestes,occidentalis,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16870,4712,Slate-colored Solitaire,NULL,Myadestes unicolor,SCSO,Slate-colored Solitaire,SlatecoloredSolitaire,Myadestes,unicolor,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16890,4732,Or-bil Nighting-Thrsh,NULL,Catharus aurantiirostris,OBNT,Orange-billed Nightingale-Thrush,OrangebilledNightingaleThrush,Catharus,aurantiirostris,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16910,4736,Russ Nightingale-Thrush,NULL,Catharus occidentalis,RUNT,Russet Nightingale-Thrush,RussetNightingaleThrush,Catharus,occidentalis,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16920,4740,Rud-cap Nighting-Thrush,NULL,Catharus frantzii,RCNT,Ruddy-capped Nightingale-Thrush,RuddycappedNightingaleThrush,Catharus,frantzii,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16930,4744,Blk-hd Nighting-Thrsh,NULL,Catharus mexicanus,BHNT,Black-headed Nightingale-Thrush,BlackheadedNightingaleThrush,Catharus,mexicanus,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16940,4748,Spot Nightingale-Thrush,NULL,Catharus dryas,SPNT,Spotted Nightingale-Thrush,SpottedNightingaleThrush,Catharus,dryas,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16960,4796,Black Robin,NULL,Turdus infuscatus,BLRO,Black Robin,BlackRobin,Turdus,infuscatus,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16970,4800,Mountain Robin,NULL,Turdus plebejus,MORO,Mountain Robin,MountainRobin,Turdus,plebejus,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17020,4808,White-throated Robin,NULL,Turdus assimilis,WTRO,White-throated Robin,WhitethroatedRobin,Turdus,assimilis,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17030,4816,Rufous-collared Robin,NULL,Turdus rufitorques,RCRO,Rufous-collared Robin,RufouscollaredRobin,Turdus,rufitorques,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17070,4824,Red-legged Thrush,NULL,Turdus plumbeus,RLTH,Red-legged Thrush,RedleggedThrush,Turdus,plumbeus,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17090,4924,Black Catbird,NULL,Melanoptila glabrirostris,BLCA,Black Catbird,BlackCatbird,Melanoptila,glabrirostris,57,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17100,4892,Tropical Mockingbird,NULL,Mimus gilvus,TRMO,Tropical Mockingbird,TropicalMockingbird,Mimus,gilvus,57,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17110,4896,Socorro Mockingbird,NULL,Mimus graysoni,SOMO,Socorro Mockingbird,SocorroMockingbird,Mimus,graysoni,57,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17120,4916,Cozumel Thrasher,NULL,Toxostoma guttatum,COZT,Cozumel Thrasher,CozumelThrasher,Toxostoma,guttatum,57,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17130,4932,Ocellated Thrasher,NULL,Toxostoma ocellatum,OCTH,Ocellated Thrasher,OcellatedThrasher,Toxostoma,ocellatum,57,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17150,4952,Blue Mockingbird,NULL,Melanotis caerulescens,BLMO,Blue Mockingbird,BlueMockingbird,Melanotis,caerulescens,57,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17160,4956,Blue&white Mockingbird,NULL,Melanotis hypoleucus,BAWM,Blue-and-white Mockingbird,BlueandwhiteMockingbird,Melanotis,hypoleucus,57,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17180,4960,Pearly-eyed Thrasher,NULL,Margarops fuscatus,PETH,Pearly-eyed Thrasher,PearlyeyedThrasher,Margarops,fuscatus,57,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17220,5080,Gray Silky-flycatcher,NULL,Ptilogonys cinereus,GRSF,Gray Silky-flycatcher,GraySilkyflycatcher,Ptilogonys,cinereus,69,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17260,3936,Slaty Vireo,NULL,Vireo brevipennis,SLVI,Slaty Vireo,SlatyVireo,Vireo,brevipennis,83,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17270,3944,Thick-billed Vireo,NULL,Vireo crassirostris,TBVI,Thick-billed Vireo,ThickbilledVireo,Vireo,crassirostris,83,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17280,3948,Mangrove Vireo,NULL,Vireo pallens,MAVI,Mangrove Vireo,MangroveVireo,Vireo,pallens,83,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17290,3952,Cozumel Vireo,NULL,Vireo bairdi,COVI,Cozumel Vireo,CozumelVireo,Vireo,bairdi,83,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17330,3956,Puerto Rican Vireo,NULL,Vireo latimeri,PRVI,Puerto Rican Vireo,PuertoRicanVireo,Vireo,latimeri,83,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17350,3968,Dwarf Vireo,NULL,Vireo nelsoni,DWVI,Dwarf Vireo,DwarfVireo,Vireo,nelsoni,83,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17380,4000,Golden Vireo,NULL,Vireo hypochryseus,GOVI,Golden Vireo,GoldenVireo,Vireo,hypochryseus,83,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17390,4008,Brown-capped Vireo,NULL,Vireo leucophrys,BCAV,Brown-capped Vireo,BrowncappedVireo,Vireo,leucophrys,83,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17420,4032,Tawny-crowned Greenlet,NULL,Hylophilus ochraceiceps,TCGR,Tawny-crowned Greenlet,TawnycrownedGreenlet,Hylophilus,ochraceiceps,83,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17440,4036,Lesser Greenlet,NULL,Hylophilus decurtatus,LESG,Lesser Greenlet,LesserGreenlet,Hylophilus,decurtatus,83,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17450,4040,Chestn-sid Shrike-Vireo,NULL,Vireolanius melitophrys,CSSV,Chestnut-sided Shrike-Vireo,ChestnutsidedShrikeVireo,Vireolanius,melitophrys,83,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17460,4044,Green Shrike-Vireo,NULL,Vireolanius pulchellus,GRSV,Green Shrike-Vireo,GreenShrikeVireo,Vireolanius,pulchellus,83,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17480,4048,Ruf-browed Peppershrike,NULL,Cyclarhis gujanensis,RBPE,Rufous-browed Peppershrike,RufousbrowedPeppershrike,Cyclarhis,gujanensis,83,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17510,5212,Adelaide's Warbler,NULL,Dendroica adelaidae,ADWA,Adelaide's Warbler,AdelaidesWarbler,Dendroica,adelaidae,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17520,5000,Hill Mynah,NULL,Gracula religiosa,HIMY,Hill Mynah,HillMynah,Gracula,religiosa,75,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17560,5244,Elfin-woods Warbler,NULL,Dendroica angelae,EWWA,Elfin-woods Warbler,ElfinwoodsWarbler,Dendroica,angelae,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17580,5304,Altamira Yellowthroat,NULL,Geothlypis flavovelata,ALYE,Altamira Yellowthroat,AltamiraYellowthroat,Geothlypis,flavovelata,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17610,5308,Blk-pol Yellowthroat,NULL,Geothlypis speciosa,BPYE,Black-polled Yellowthroat,BlackpolledYellowthroat,Geothlypis,speciosa,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17620,5312,Hooded Yellowthroat,NULL,Geothlypis nelsoni,HOYE,Hooded Yellowthroat,HoodedYellowthroat,Geothlypis,nelsoni,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17680,5340,Pink-headed Warbler,NULL,Ergaticus versicolor,PHWA,Pink-headed Warbler,PinkheadedWarbler,Ergaticus,versicolor,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17750,5372,Red-breasted Chat,NULL,Granatellus venustus,RBRC,Red-breasted Chat,RedbreastedChat,Granatellus,venustus,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17760,5376,Gray-throated Chat,NULL,Granatellus sallaei,GTCH,Gray-throated Chat,GraythroatedChat,Granatellus,sallaei,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17800,5472,Azure-rumped Tanager,NULL,Tangara cabanisi,ARTA,Azure-rumped Tanager,AzurerumpedTanager,Tangara,cabanisi,78,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17880,5476,Golden-hooded Tanager,NULL,Tangara larvata,GHOT,Golden-hooded Tanager,GoldenhoodedTanager,Tangara,larvata,78,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17940,5480,Green Honeycreeper,NULL,Chlorophanes spiza,GRHO,Green Honeycreeper,GreenHoneycreeper,Chlorophanes,spiza,78,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17950,5484,Shining Honeycreeper,NULL,Cyanerpes lucidus,SHHO,Shining Honeycreeper,ShiningHoneycreeper,Cyanerpes,lucidus,78,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17970,5488,Red-legged Honeycreeper,NULL,Cyanerpes cyaneus,RLHO,Red-legged Honeycreeper,RedleggedHoneycreeper,Cyanerpes,cyaneus,78,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
17980,6188,Blue-crwn Chlorophonia,NULL,Chlorophonia occipitalis,BCRC,Blue-crowned Chlorophonia,BluecrownedChlorophonia,Chlorophonia,occipitalis,51,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
18010,6164,Scrub Euphonia,NULL,Euphonia affinis,SEUP,Scrub Euphonia,ScrubEuphonia,Euphonia,affinis,51,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
18040,6168,Yel-throat Euphonia,NULL,Euphonia hirundinacea,YTEU,Yellow-throated Euphonia,YellowthroatedEuphonia,Euphonia,hirundinacea,51,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
18050,6172,Antillean Euphonia,NULL,Euphonia musica,ANEU,Antillean Euphonia,AntilleanEuphonia,Euphonia,musica,51,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
18080,6180,Olive-backed Euphonia,NULL,Euphonia gouldi,OBAE,Olive-backed Euphonia,OlivebackedEuphonia,Euphonia,gouldi,51,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
18090,6184,White-vented Euphonia,NULL,Euphonia minuta,WVEU,White-vented Euphonia,WhiteventedEuphonia,Euphonia,minuta,51,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
18120,5464,Blue-gray Tanager,NULL,Thraupis episcopus,BGTA,Blue-gray Tanager,BluegrayTanager,Thraupis,episcopus,78,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
18130,5468,Yellow-winged Tanager,NULL,Thraupis abbas,YWTA,Yellow-winged Tanager,YellowwingedTanager,Thraupis,abbas,78,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
18143,5460,Puerto Rican Spindalis,NULL,Spindalis portoricensis,PRSP,Puerto Rican Spindalis,PuertoRicanSpindalis,Spindalis,portoricensis,78,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
18180,5396,Gray-headed Tanager,NULL,Eucometis penicillata,GHET,Gray-headed Tanager,GrayheadedTanager,Eucometis,penicillata,78,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
18190,5400,Blk-thrt Shrike-Tanager,NULL,Lanio aurantius,BTST,Black-throated Shrike-Tanager,BlackthroatedShrikeTanager,Lanio,aurantius,78,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
18260,5404,Red-crowned Ant-Tanager,NULL,Habia rubica,RCAT,Red-crowned Ant-Tanager,RedcrownedAntTanager,Habia,rubica,78,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
18270,5408,Red-thrt Ant-Tanager,NULL,Habia fuscicauda,RTAT,Red-throated Ant-Tanager,RedthroatedAntTanager,Habia,fuscicauda,78,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
18290,5412,Rose-throated Tanager,NULL,Piranga roseogularis,RTTA,Rose-throated Tanager,RosethroatedTanager,Piranga,roseogularis,78,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
18310,5436,White-winged Tanager,NULL,Piranga leucoptera,WWTA,White-winged Tanager,WhitewingedTanager,Piranga,leucoptera,78,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
18320,5440,Red-headed Tanager,NULL,Piranga erythrocephala,RHTA,Red-headed Tanager,RedheadedTanager,Piranga,erythrocephala,78,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
18330,5444,Crims-collared Tanager,NULL,Ramphocelus sanguinolentus,CCTA,Crimson-collared Tanager,CrimsoncollaredTanager,Ramphocelus,sanguinolentus,78,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
18350,5448,Passerini's Tanager,NULL,Ramphocelus passerinii,PAST,Passerini's Tanager,Passerini'sTanager,Ramphocelus,passerinii,78,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
18360,5452,Cherrie's Tanager,NULL,Ramphocelus costaricensis,CHET,Cherrie's Tanager,Cherrie'sTanager,Ramphocelus,costaricensis,78,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
18400,5392,Rosy Thrush-Tanager,NULL,Rhodinocichla rosea,ROTT,Rosy Thrush-Tanager,RosyThrushTanager,Rhodinocichla,rosea,78,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
18420,5388,Common Bush-Tanager,NULL,Chlorospingus ophthalmicus,COBT,Common Bush-Tanager,CommonBushTanager,Chlorospingus,ophthalmicus,78,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
18480,5384,Puerto Rican Tanager,NULL,Nesospingus speculiferus,PRTA,Puerto Rican Tanager,PuertoRicanTanager,Nesospingus,speculiferus,78,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
18530,5872,Grayish Saltator,NULL,Saltator coerulescens,GRAS,Grayish Saltator,GrayishSaltator,Saltator,coerulescens,40,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
18540,5876,Buff-throated Saltator,NULL,Saltator maximus,BTSA,Buff-throated Saltator,BuffthroatedSaltator,Saltator,maximus,40,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
18550,5880,Black-headed Saltator,NULL,Saltator atriceps,BHSA,Black-headed Saltator,BlackheadedSaltator,Saltator,atriceps,40,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
18570,5884,Black-faced Grosbeak,NULL,Caryothraustes poliogaster,BFAG,Black-faced Grosbeak,BlackfacedGrosbeak,Caryothraustes,poliogaster,40,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
18600,5924,Blue-black Grosbeak,NULL,Cyanocompsa cyanoides,BGRO,Blue-black Grosbeak,BlueblackGrosbeak,Cyanocompsa,cyanoides,40,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
18610,5948,Rose-bellied Bunting,NULL,Passerina rositae,RBBU,Rose-bellied Bunting,RosebelliedBunting,Passerina,rositae,40,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
18620,5952,Orange-breasted Bunting,NULL,Passerina leclancherii,OBBU,Orange-breasted Bunting,OrangebreastedBunting,Passerina,leclancherii,40,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
18670,5548,White-naped Brush-Finch,NULL,Atlapetes albinucha,WNBF,White-naped Brush-Finch,WhitenapedBrushFinch,Atlapetes,albinucha,48,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
18690,5552,Ruf-cap Brush-Finch,NULL,Atlapetes pileatus,RCBF,Rufous-capped Brush-Finch,RufouscappedBrushFinch,Atlapetes,pileatus,48,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
18700,5556,Chestn-cap Brush-Finch,NULL,Buarremon brunneinucha,CCBF,Chestnut-capped Brush-Finch,ChestnutcappedBrushFinch,Buarremon,brunneinucha,48,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
18710,5560,Grn-striped Brush-Finch,NULL,Buarremon virenticeps,GSBF,Green-striped Brush-Finch,GreenstripedBrushFinch,Buarremon,virenticeps,48,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
18730,5564,Orange-billed Sparrow,NULL,Arremon aurantiirostris,OBSP,Orange-billed Sparrow,OrangebilledSparrow,Arremon,aurantiirostris,48,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
18740,5572,Green-backed Sparrow,NULL,Arremonops chloronotus,GBSP,Green-backed Sparrow,GreenbackedSparrow,Arremonops,chloronotus,48,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
18760,5576,Rsty-crwn Grnd-Sparrow,NULL,Melozone kieneri,RCGS,Rusty-crowned Ground-Sparrow,RustycrownedGroundSparrow,Melozone,kieneri,48,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
18770,5580,Prev Ground-Sparrow,NULL,Melozone biarcuata,PRGS,Prevost's Ground-Sparrow,Prevost'sGroundSparrow,Melozone,biarcuata,48,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
